Timestamp for sample frequency every 60 min min,Temperature_Fahrenheit,Relative_Humidity
2024-08-08 04:00:00,52.16,97.3
2024-08-08 05:00:00,52.34,97.5
2024-08-08 06:00:00,52.52,97.7
2024-08-08 07:00:00,52.7,97.9
2024-08-08 08:00:00,52.88,98.1
2024-08-08 09:00:00,52.88,98.3
2024-08-08 10:00:00,53.06,98.4
2024-08-08 11:00:00,53.24,98.4
2024-08-08 12:00:00,53.42,99.4
2024-08-08 13:00:00,53.96,99.5
2024-08-08 14:00:00,54.68,99.6
2024-08-08 15:00:00,55.4,99.7
2024-08-08 16:00:00,56.12,99.7
2024-08-08 17:00:00,57.2,99.8
2024-08-08 18:00:00,58.1,99.8
2024-08-08 19:00:00,58.46,99.8
2024-08-08 20:00:00,58.46,99.9
2024-08-08 21:00:00,58.28,99.9
2024-08-08 22:00:00,58.1,99.9
2024-08-08 23:00:00,58.1,99.9
2024-08-09 00:00:00,57.92,99.9
2024-08-09 01:00:00,57.92,99.9
2024-08-09 02:00:00,57.74,99.9
2024-08-09 03:00:00,57.74,99.9
2024-08-09 04:00:00,57.74,99.9
2024-08-09 05:00:00,57.74,99.9
2024-08-09 06:00:00,57.74,99.9
2024-08-09 07:00:00,57.74,99.9
2024-08-09 08:00:00,57.56,99.9
2024-08-09 09:00:00,57.56,99.9
2024-08-09 10:00:00,57.56,99.9
2024-08-09 11:00:00,57.74,99.9
2024-08-09 12:00:00,57.74,99.9
2024-08-09 13:00:00,58.1,99.9
2024-08-09 14:00:00,58.46,99.9
2024-08-09 15:00:00,59,99.9
2024-08-09 16:00:00,59.54,99.9
2024-08-09 17:00:00,59.9,99.9
2024-08-09 18:00:00,60.62,99.9
2024-08-09 19:00:00,60.8,99.9
2024-08-09 20:00:00,60.62,99.9
2024-08-09 21:00:00,60.44,99.9
2024-08-09 22:00:00,60.26,99.2
2024-08-09 23:00:00,60.62,98.9
2024-08-10 00:00:00,60.8,98.8
2024-08-10 01:00:00,60.8,98.8
2024-08-10 02:00:00,60.8,98.7
2024-08-10 03:00:00,60.8,98.6
2024-08-10 04:00:00,60.62,98.4
2024-08-10 05:00:00,60.44,98.1
2024-08-10 06:00:00,60.44,97.9
2024-08-10 07:00:00,60.26,97.3
2024-08-10 08:00:00,60.08,97.3
2024-08-10 09:00:00,60.08,97.3
2024-08-10 10:00:00,60.08,97.3
2024-08-10 11:00:00,60.08,97.3
